name,price,capacity,price_per_gb,type,cache,form_factor,interface
Samsung Spinpoint M8,126.97,500.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
Corsair Force GS,126.97,128.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Intel 335,126.97,180.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Crucial M4,227.77,64.0,3.559,SSD,128.0,mSATA,mSATA
Toshiba PH2050U-1I54,126.97,500.0,0.087,HDD,8.0,2.5,SATA 6.0 Gb/s
Hitachi Travelstar,126.97,1000.0,0.087,HDD,32.0,2.5,SATA 6.0 Gb/s
Seagate Barracuda ES,126.97,750.0,0.087,HDD,16.0,3.5,SATA 3.0 Gb/s
Seagate Constellation ES.3,126.97,3000.0,0.087,HDD,128.0,3.5,SATA 6.0 Gb/s
Lenovo 0A65633,126.97,1000.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
Seagate ST4000VM000,126.97,4000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Western Digital Black,49.75,500.0,0.099,HDD,16.0,2.5,SATA 6.0 Gb/s
Samsung 840,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
OCZ Vector 150,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Samsung 840 Evo,126.97,250.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
SanDisk X110,126.97,256.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Intel 710,126.97,300.0,0.087,SSD,128.0,2.5,SATA 3.0 Gb/s
Intel 530,321.99,480.0,0.671,SSD,128.0,2.5,SATA 6.0 Gb/s
PNY Optima,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Plextor M6e,126.97,512.0,0.087,SSD,128.0,PCIe,PCIe x4
Transcend MTS400,126.97,64.0,0.087,SSD,128.0,M.2-2242,M.2 SATA
SanDisk X300S,126.97,128.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Samsung 845DC EVO,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Transcend MTS800,126.97,128.0,0.087,SSD,128.0,M.2-2280,M.2 SATA
ADATA SP900 M.2,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 SATA
Seagate Momentus SpinPoint,126.97,2000.0,0.087,HDD,32.0,2.5,SATA 6.0 Gb/s
Western Digital Green,238.64,6000.0,0.04,HDD,64.0,3.5,SATA 6.0 Gb/s
Seagate STBD2000102,126.97,2000.0,0.087,HDD,32.0,2.5,SATA 6.0 Gb/s
Western Digital Green,126.97,5000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise NAS,126.97,3000.0,0.087,HDD,128.0,3.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,126.97,5000.0,0.087,HDD,128.0,3.5,SATA 6.0 Gb/s
VisionTek Go Drive,99.99,1000.0,0.1,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate Momentus,126.97,500.0,0.087,HDD,16.0,2.5,SATA 3.0 Gb/s
Western Digital Black,126.97,250.0,0.087,HDD,32.0,2.5,SATA 6.0 Gb/s
Dell F617N,126.97,300.0,0.087,HDD,16.0,3.5,SAS 6.0 Gb/s
Transcend TS256GMSA370,126.97,256.0,0.087,SSD,128.0,mSATA,mSATA
Intel DC S3710,647.0,1200.0,0.539,SSD,128.0,2.5,SATA 6.0 Gb/s
SanDisk SSD PLUS,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate Archive HDD v2,126.97,5000.0,0.087,HDD,128.0,3.5,SATA 6.0 Gb/s
Kingston Predator,126.97,240.0,0.087,SSD,128.0,PCIe,PCIe x4
Seagate ST3160023AS,126.97,160.0,0.087,HDD,8.0,3.5,SATA 1.5 Gb/s
Intel 535,133.68,180.0,0.743,SSD,128.0,2.5,SATA 6.0 Gb/s
Mushkin Reactor,126.97,512.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Western Digital Blue,149.94,500.0,0.3,HDD,8.0,3.5,SATA 3.0 Gb/s
Western Digital Ae,126.97,6000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
PNY CS1211,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Western Digital Blue,126.97,5000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Corsair Force LE,126.97,960.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
PNY CS1311,126.97,960.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
OCZ TRION 150,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
OCZ TRION 150,126.97,960.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Western Digital Gold,274.5,6000.0,0.046,HDD,128.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,394.45,8000.0,0.049,HDD,128.0,3.5,SATA 6.0 Gb/s
OCZ RD400,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Kingston SSDNow KC400,126.97,128.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Kingston SSDNow KC400,126.97,512.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Intel DC P3600,996.0,1600.0,0.623,SSD,128.0,PCIe,PCIe x4
Intel Pro 5400s,612.1,1000.0,0.612,SSD,128.0,2.5,SATA 6.0 Gb/s
Western Digital WD Red Pro,126.97,8000.0,0.087,HDD,128.0,3.5,SATA 6.0 Gb/s
ADATA XPG SX8000,126.97,256.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG SX8000,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
SanDisk Z410,48.45,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate BarraCuda Pro,126.97,5000.0,0.087,HDD,128.0,3.5,SATA 6.0 Gb/s
ADATA SU800,126.97,128.0,0.087,SSD,128.0,M.2-2280,M.2 SATA
Intel Pro 6000p,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Intel Pro 6000p,126.97,256.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
PNY CS2030,126.97,240.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MQ02ABD100H,126.97,1000.0,0.087,SSD,64.0,2.5,SATA 6.0 Gb/s
ADATA XPG SX7000,126.97,128.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Kingston KC1000,126.97,240.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
XPG GAMMIX S10,126.97,256.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
XPG GAMMIX S10,126.97,128.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
HP 2DP97AA#ABC,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Plextor M9Pe,448.91,512.0,0.877,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Plextor M9Pe,126.97,256.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Kingston UV500B,126.97,480.0,0.087,SSD,128.0,M.2-2280,M.2 SATA
TEAMGROUP T-Force Delta RGB,126.97,500.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Toshiba P300,126.97,3000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Toshiba P300,126.97,500.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
TEAMGROUP L5 LITE,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Toshiba RC100,126.97,240.0,0.087,SSD,128.0,M.2-2242,M.2 PCIe 3.0 X2
Drevo X1 Pro,126.97,512.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate Barracuda Compute,126.97,500.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
ADATA XPG SX850,126.97,128.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
ADATA XPG SX850,126.97,256.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
TEAMGROUP MS30,126.97,128.0,0.087,SSD,128.0,M.2-2242,M.2 SATA
Inland Professional,126.97,256.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X2
ADATA SU800,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 SATA
Lexar NM500,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X2
Lexar NM600,126.97,240.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Lexar NS200,59.99,240.0,0.25,SSD,128.0,2.5,SATA 6.0 Gb/s
Kingston KC2000,126.97,500.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Toshiba S300,112.99,4000.0,0.028,HDD,128.0,3.5,SATA 6.0 Gb/s
Micron 2200,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate Barracuda Compute,126.97,1000.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Pioneer APS-SE20G,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
HP Z Turbo Drive PCIe,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
SanDisk X600,126.97,128.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Kingston SSDNOW DC500M,229.0,960.0,0.239,SSD,128.0,2.5,SATA 6.0 Gb/s
Intel 545s,126.97,256.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Intel D3-S4510,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
ADATA XPG SX8800 Pro,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Pioneer APS-SE20G-256,49.24,256.0,0.192,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Kingston KC600B,126.97,256.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate IronWolf 510,126.97,480.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Transcend TS8GPSD520,126.97,8.0,0.087,SSD,128.0,2.5,PATA 44-Pin 100
Addlink X70,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Cardea Zero Z340,126.97,256.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Biostar M500,126.97,128.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X2
Biostar M500,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X2
Seagate BarraCuda Q1,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Apacer AST280,126.97,480.0,0.087,SSD,128.0,M.2-2280,M.2 SATA
Apacer AS350 PANTHER,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Acer SA100,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S41,126.97,256.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Toshiba X300,126.97,14000.0,0.087,HDD,512.0,3.5,SATA 6.0 Gb/s
Corsair CSSD-F4000GBMP600PHX,379.99,4000.0,0.095,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Addlink A95,93.44,1000.0,0.093,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf 125,126.97,250.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate IronWolf 525,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro 125,126.97,3840.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Patriot P200,126.97,2000.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Cardea A440 Pro,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Ultrastar DC HC550,126.97,18000.0,0.087,HDD,512.0,3.5,SATA 6.0 Gb/s
ADATA LEGEND 840,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Leven JS600,126.97,2000.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Vulcan G,126.97,2000.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB,126.97,1000.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Inland Premium,126.97,4000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Toshiba N300 Pro,126.97,10000.0,0.087,HDD,512.0,3.5,SATA 6.0 Gb/s
HP S700 Pro,121.53,512.0,0.237,SSD,128.0,2.5,SATA 6.0 Gb/s
Timetec 35TTM8SSATA,126.97,256.0,0.087,SSD,128.0,M.2-2280,M.2 SATA
Seagate Exos 7E8,99.0,1000.0,0.099,HDD,256.0,3.5,SATA 6.0 Gb/s
Toshiba X300,126.97,4000.0,0.087,HDD,256.0,3.5,SATA 6.0 Gb/s
Toshiba L200,126.97,1000.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
Seagate BarraCuda 120,126.97,500.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
MSI SPATIUM M480 HS,126.97,1000.0,0.087,SSD,1024.0,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M480 PLAY,126.97,2000.0,0.087,SSD,2048.0,M.2-2280,M.2 PCIe 4.0 X4
Fastro MS150,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Fastro MS200,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Mushkin Source HC,126.97,8000.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate Beskar Ingot Drive Special Edition FireCuda,126.97,2000.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Western Digital SN530,126.97,1024.0,0.087,SSD,128.0,M.2-2230,M.2 PCIe 3.0 X4
MSI SPATIUM M460,126.97,250.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Fantom Drives VENOM8,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Leven JPS600,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte AORUS Gen5 10000,126.97,1000.0,0.087,SSD,2048.0,M.2-2280,M.2 PCIe 5.0 X4
Mushkin ELEMENT,126.97,512.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate Lightsaber Collection FireCuda,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Leven JP600,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Leven JP600,126.97,4000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Netac NV7000-t,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital PC SN740 Opal,126.97,256.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital PC SN740 Pyrite,126.97,1000.0,0.087,SSD,128.0,M.2-2230,M.2 PCIe 4.0 X4
Oyen Digital E13S-2242-2048PH,189.0,2000.0,0.094,SSD,128.0,M.2-2242,M.2 PCIe 3.0 X4
Seagate FireCuda 520 Rev 2.0,126.97,500.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
KingSpec VP101,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 5.0 X4
Addlink S90 Lite,126.97,4000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
NEMIX RAM NEMESIS,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Transcend MTE245S,126.97,250.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Transcend 830S,36.76,256.0,0.144,SSD,128.0,M.2-2280,M.2 SATA
PNY CS3150,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 5.0 X4
ADATA Ultimate SU650,126.97,480.0,0.087,SSD,128.0,M.2-2280,M.2 SATA
ADATA LEGEND 700,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
VisionTek 901414,126.97,8000.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Lenovo S4520,126.97,1920.0,0.087,SSD,128.0,3.5,SATA 6.0 Gb/s
AGI AI198,126.97,256.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda 530,126.97,1024.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Apacer AS2280P4U Pro,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
XOC G300,126.97,256.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X4
XOC SP900,126.97,2000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Lexar PLAY,259.49,4000.0,0.065,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
OWC Aura Pro IV,126.97,4000.0,0.087,SSD,128.0,M.2-2242,M.2 PCIe 4.0 X4
Integral INSSD256GM2242G3,126.97,256.0,0.087,SSD,128.0,M.2-2242,M.2 PCIe 3.0 X4
Orico e7400,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Nextorage NEM-PAB,299.99,4000.0,0.075,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG MARS 980 STORM,126.97,4000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 5.0 X4
Corsair MP600 CORE MINI,169.99,2000.0,0.085,SSD,128.0,M.2-2230,M.2 PCIe 4.0 X4
Micron 2400,147.94,2000.0,0.074,SSD,128.0,M.2-2230,M.2 PCIe 4.0 X4
Western Digital WD Red Pro,215.99,4000.0,0.054,HDD,64.0,3.5,SATA 6.0 Gb/s
Silicon Power A58,126.97,256.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Titanium Micro PD560,34.99,500.0,0.07,SSD,128.0,2.5,SATA 6.0 Gb/s
Integral ADVANTAGE PRO-2,126.97,1000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate Exos 7E10 512n,247.34,6000.0,0.041,HDD,256.0,3.5,SATA 6.0 Gb/s
Intel D3-S4520,544.0,3840.0,0.142,SSD,128.0,2.5,SATA 6.0 Gb/s
VisionTek DLX4,189.98,2000.0,0.095,SSD,128.0,M.2-2242,M.2 PCIe 4.0 X4
Timetec 35TTQNM2SATA,103.99,2000.0,0.052,SSD,128.0,M.2-2280,M.2 SATA
Transcend MTE255S,77.9,1000.0,0.078,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Hitachi HUC101212CSS600,59.0,1200.0,0.049,HDD,64.0,2.5,SAS 6.0 Gb/s
Inland Performance,244.55,2000.0,0.122,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate Exos 7E8,126.97,2000.0,0.063,HDD,256.0,3.5,SATA 6.0 Gb/s
Western Digital Red SA500,72.98,500.0,0.146,SSD,128.0,M.2-2280,M.2 SATA
Seagate Exos 7E10 512e/4Kn,95.0,2000.0,0.048,HDD,256.0,3.5,SATA 6.0 Gb/s
Lenovo ThinkPad OPAL,171.0,512.0,0.334,SSD,128.0,M.2-2242,M.2 PCIe 4.0 X4
Intel X25-E,126.97,64.0,0.087,SSD,128.0,2.5,SATA 3.0 Gb/s
Seagate Momentus LP,49.98,1000.0,0.05,HDD,8.0,2.5,SATA 3.0 Gb/s
SanDisk Solid State Drive,126.97,64.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar C10K900,126.97,600.0,0.087,HDD,64.0,2.5,SATA 6.0 Gb/s
Crucial M500,207.77,240.0,0.866,SSD,128.0,mSATA,mSATA
Hitachi Ultrastar 7K4000,126.97,3000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Intel DC P3700,348.0,800.0,0.435,SSD,128.0,2.5,U.2
Intel DC S3610,377.0,800.0,0.471,SSD,128.0,2.5,SATA 6.0 Gb/s
Kingston SSDNow KC400,123.8,256.0,0.484,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate 1200.2,126.97,3200.0,0.087,SSD,128.0,2.5,SAS 12.0 Gb/s
Seagate IronWolf NAS,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate SkyHawk AI,269.99,12000.0,0.022,HDD,256.0,3.5,SATA 6.0 Gb/s
Intel DC P4500,126.97,2000.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Centon MP Essential,69.98,960.0,0.073,SSD,128.0,2.5,SATA 6.0 Gb/s
Toshiba N300,209.99,4000.0,0.052,HDD,256.0,3.5,SATA 6.0 Gb/s
PNY XLR8 CS3140 w/Heatsink,126.97,4000.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Patriot Viper VPR400 RGB,126.97,512.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Toshiba N300,126.97,12000.0,0.087,HDD,128.0,3.5,SATA 6.0 Gb/s
Toshiba S300 Pro,279.75,8000.0,0.035,HDD,256.0,3.5,SATA 6.0 Gb/s
Toshiba S300 Pro,126.97,10000.0,0.087,HDD,256.0,3.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen4 7000s Premium,126.97,1000.0,0.087,SSD,1024.0,M.2-2280,M.2 PCIe 4.0 X4
Intel D3-S4610,307.75,1920.0,0.16,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate Game Drive,420.0,2000.0,0.21,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Titanium Micro TH7175,93.99,1000.0,0.094,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 520N,107.76,1000.0,0.108,SSD,128.0,M.2-2230,M.2 PCIe 4.0 X4
PNY CS3150,169.99,1000.0,0.17,SSD,128.0,M.2-2280,M.2 PCIe 5.0 X4
ADATA XPG GAMMIX S55,126.97,512.0,0.087,SSD,128.0,M.2-2230,M.2 PCIe 4.0 X4
OWC Aura Pro IV,179.99,2000.0,0.09,SSD,128.0,M.2-2280,M.2 PCIe 4.0 X4
Integral 2020,126.97,128.0,0.087,SSD,128.0,M.2-2280,M.2 SATA
Integral INSSD1TM2230G3,126.97,1000.0,0.087,SSD,128.0,M.2-2230,M.2 PCIe 3.0 X4
Western Digital RE4-GP,126.97,2000.0,0.087,HDD,64.0,3.5,SATA 3.0 Gb/s
Western Digital RE3,50.7,500.0,0.101,HDD,16.0,3.5,SATA 3.0 Gb/s
Western Digital RE2,126.97,500.0,0.087,HDD,16.0,3.5,SATA 3.0 Gb/s
Western Digital RE2-GP,126.97,500.0,0.087,HDD,16.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Black,126.97,640.0,0.087,HDD,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Blue,126.97,500.0,0.087,HDD,32.0,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,126.97,320.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
Western Digital AV-GP,126.97,640.0,0.087,HDD,8.0,3.5,SATA 3.0 Gb/s
Western Digital AV-GP,43.87,250.0,0.087,HDD,8.0,3.5,SATA 3.0 Gb/s
Hitachi A7K1000-500,126.97,500.0,0.087,HDD,32.0,3.5,SATA 3.0 Gb/s
Hitachi A7K1000-750,126.97,750.0,0.087,HDD,32.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.C,126.97,640.0,0.087,HDD,32.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.B,126.97,500.0,0.087,HDD,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3 EG,126.97,1500.0,0.087,HDD,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3 EG,126.97,1000.0,0.087,HDD,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3,126.97,160.0,0.087,HDD,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 EG,126.97,1000.0,0.087,HDD,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint MP4,31.49,250.0,0.126,HDD,16.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M7,126.97,320.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M7E,126.97,640.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
OCZ Vertex 2 Pro,126.97,400.0,0.087,SSD,128.0,2.5,SATA 3.0 Gb/s
OCZ Vertex 2,126.97,100.0,0.087,SSD,128.0,2.5,SATA 3.0 Gb/s
OCZ Agility,126.97,30.0,0.087,SSD,128.0,2.5,SATA 3.0 Gb/s
Seagate Momentus,270.0,640.0,0.422,HDD,8.0,2.5,SATA 3.0 Gb/s
Seagate Momentu,41.99,500.0,0.084,HDD,16.0,2.5,SATA 3.0 Gb/s
Seagate BarraCuda,126.97,160.0,0.087,HDD,2.0,3.5,PATA 100
Seagate Pipeline HD,126.97,160.0,0.087,HDD,8.0,3.5,SATA 3.0 Gb/s
Crucial RealSSD C300,126.97,128.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Crucial RealSSD C300,126.97,256.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Corsair Nova,126.97,32.0,0.087,SSD,128.0,2.5,SATA 3.0 Gb/s
Hitachi 7K1000.C,126.97,1000.0,0.087,HDD,32.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.C,126.97,250.0,0.087,HDD,8.0,3.5,SATA 3.0 Gb/s
Seagate Barracuda Green,245.0,1500.0,0.163,HDD,64.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Black,126.97,1500.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Hitachi Deskstar 5K1000,126.97,500.0,0.087,HDD,8.0,3.5,SATA 3.0 Gb/s
Hitachi Deskstar 5K1000,126.97,1000.0,0.087,HDD,8.0,3.5,SATA 3.0 Gb/s
Intel 320,126.97,80.0,0.087,SSD,128.0,2.5,SATA 3.0 Gb/s
Mushkin Callisto DX2,126.97,115.0,0.087,SSD,128.0,2.5,SATA 3.0 Gb/s
Crucial M4,126.97,64.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Patriot Torqx 2,126.97,256.0,0.087,SSD,128.0,2.5,SATA 3.0 Gb/s
Patriot Torqx 2,126.97,64.0,0.087,SSD,128.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar 5K500.B,62.7,160.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar 7K500,81.03,320.0,0.253,HDD,16.0,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,80.0,500.0,0.16,HDD,16.0,2.5,SATA 3.0 Gb/s
Seagate Constellation.2,49.0,250.0,0.196,HDD,64.0,2.5,SATA 6.0 Gb/s
Intel 320,126.97,80.0,0.087,SSD,128.0,2.5,SATA 3.0 Gb/s
Intel 320,126.97,160.0,0.087,SSD,128.0,2.5,SATA 3.0 Gb/s
Toshiba MK5056GSY,126.97,500.0,0.087,HDD,16.0,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,126.97,250.0,0.087,HDD,8.0,2.5,SATA 1.5 Gb/s
